split,family,task,source_id,review_status,system,user,assistant,approved,review_note
train,friends,rewrite_malmo_medium,friends-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",De kom mycket senare än avtalat.,De dök upp hur sent som helst.,,
train,friends,neutralize,friends-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",De dök upp hur sent som helst.,De kom mycket senare än avtalat.,,
train,friends,chat_malmo_mild,friends-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Han svarar aldrig när jag ringer.,Skicka ett kort meddelande och fråga när det passar att prata.,,
train,friends,chat_malmo_medium,friends-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Han svarar aldrig när jag ringer.,Skicka ett kort meddelande och fråga när han kan snacka.,,
train,friends,chat_malmo_mild,friends-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Jag tror inte på hans förklaring.,Be honom förklara vad som hände utan att börja med en anklagelse.,,
train,friends,chat_malmo_medium,friends-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Jag tror inte på hans förklaring.,"Be honom säga vad som hände, men börja inte med att gå på honom.",,
train,weather,rewrite_slang,weather-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det började regna precis när vi gick ut.,Det började ösregna precis när vi gick ut.,,
train,weather,rewrite_malmo_mild,weather-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det började regna precis när vi gick ut.,Det började regna precis när vi kom ut.,,
train,weather,rewrite_malmo_medium,weather-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det började regna precis när vi gick ut.,Det började så klart regna precis när vi gick ut.,,
train,weather,neutralize,weather-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det började så klart regna precis när vi gick ut.,Det började regna precis när vi gick ut.,,
train,weather,rewrite_slang,weather-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det är mycket kallare än i går.,Det är skitmycket kallare än i går.,,
train,weather,rewrite_malmo_mild,weather-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det är mycket kallare än i går.,Det är riktigt mycket kallare än i går.,,
train,weather,rewrite_malmo_medium,weather-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det är mycket kallare än i går.,Det är svinkallt jämfört med i går.,,
train,weather,neutralize,weather-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det är svinkallt jämfört med i går.,Det är mycket kallare än i går.,,
train,weather,rewrite_slang,weather-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill inte cykla i den här vinden.,Jag tänker inte cykla i den här blåsten.,,
train,weather,rewrite_malmo_mild,weather-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill inte cykla i den här vinden.,Jag cyklar inte i den här vinden.,,
train,weather,rewrite_malmo_medium,weather-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill inte cykla i den här vinden.,"Nä, jag tänker inte cykla i den här blåsten.",,
train,weather,neutralize,weather-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Nä, jag tänker inte cykla i den här blåsten.",Jag vill inte cykla i den här vinden.,,
train,weather,rewrite_slang,weather-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Solen försvann så fort vi kom fram.,Solen drog så fort vi kom fram.,,
train,weather,rewrite_malmo_mild,weather-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Solen försvann så fort vi kom fram.,Solen försvann precis när vi kom fram.,,
train,weather,rewrite_malmo_medium,weather-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Solen försvann så fort vi kom fram.,Solen bara försvann när vi kom fram.,,
train,weather,neutralize,weather-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Solen bara försvann när vi kom fram.,Solen försvann så fort vi kom fram.,,
train,weather,rewrite_slang,weather-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det ser ut att bli regn senare.,Det ser ut som att det ska regna senare.,,
train,weather,rewrite_malmo_mild,weather-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det ser ut att bli regn senare.,Det ser ut att komma regn senare.,,
train,weather,rewrite_malmo_medium,weather-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det ser ut att bli regn senare.,Det lär bli regn senare.,,
train,weather,neutralize,weather-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det lär bli regn senare.,Det ser ut att bli regn senare.,,
train,weather,rewrite_slang,weather-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag hann inte ta med ett paraply.,Jag hann inte få med mig ett paraply.,,
train,weather,rewrite_malmo_mild,weather-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag hann inte ta med ett paraply.,Jag fick inte med mig något paraply.,,
train,weather,rewrite_malmo_medium,weather-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag hann inte ta med ett paraply.,Jag hann så klart inte få med mig ett paraply.,,
train,weather,neutralize,weather-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag hann så klart inte få med mig ett paraply.,Jag hann inte ta med ett paraply.,,
train,weather,chat_malmo_mild,weather-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Det ösregnar och jag ska ut.,Ta regnkläder eller vänta en stund om resan inte är brådskande.,,
train,weather,chat_malmo_medium,weather-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Det ösregnar och jag ska ut.,Ta regnkläder eller vänta lite om du inte måste dra direkt.,,
train,weather,chat_malmo_mild,weather-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Det blåser för mycket för att cykla.,Välj en annan väg eller ett annat färdsätt om det känns osäkert.,,
train,weather,chat_malmo_medium,weather-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Det blåser för mycket för att cykla.,Ta något annat än cykeln om det känns osäkert.,,
train,appointments,rewrite_slang,appointments-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag behöver boka om tiden till nästa vecka.,Jag behöver flytta tiden till nästa vecka.,,
train,appointments,rewrite_malmo_mild,appointments-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag behöver boka om tiden till nästa vecka.,Jag behöver boka om tiden till nästa vecka.,,
train,appointments,rewrite_malmo_medium,appointments-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag behöver boka om tiden till nästa vecka.,Jag får flytta tiden till nästa vecka.,,
train,appointments,neutralize,appointments-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag får flytta tiden till nästa vecka.,Jag behöver boka om tiden till nästa vecka.,,
train,appointments,rewrite_slang,appointments-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",De har fortfarande inte bekräftat bokningen.,De har fortfarande inte bekräftat tiden.,,
train,appointments,rewrite_malmo_mild,appointments-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",De har fortfarande inte bekräftat bokningen.,De har inte bekräftat bokningen än.,,
train,appointments,rewrite_malmo_medium,appointments-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",De har fortfarande inte bekräftat bokningen.,De har fortfarande inte ens bekräftat bokningen.,,
train,appointments,neutralize,appointments-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",De har fortfarande inte ens bekräftat bokningen.,De har fortfarande inte bekräftat bokningen.,,
train,appointments,rewrite_slang,appointments-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag kommer inte hinna till klockan tre.,Jag kommer inte hinna till tre.,,
train,appointments,rewrite_malmo_mild,appointments-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag kommer inte hinna till klockan tre.,Jag hinner inte dit till tre.,,
train,appointments,rewrite_malmo_medium,appointments-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag kommer inte hinna till klockan tre.,"Jag kommer inte hinna dit till tre, tyvärr.",,
train,appointments,neutralize,appointments-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Jag kommer inte hinna dit till tre, tyvärr.",Jag kommer inte hinna till klockan tre.,,
train,appointments,rewrite_slang,appointments-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det är svårt att hitta en ledig tid.,Det är svårt att hitta någon tid som är ledig.,,
train,appointments,rewrite_malmo_mild,appointments-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det är svårt att hitta en ledig tid.,Det är rätt svårt att få en ledig tid.,,
train,appointments,rewrite_malmo_medium,appointments-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det är svårt att hitta en ledig tid.,Det är ett jäkla klydd att få en ledig tid.,,
train,appointments,neutralize,appointments-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det är ett jäkla klydd att få en ledig tid.,Det är svårt att hitta en ledig tid.,,
train,appointments,rewrite_slang,appointments-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag måste avboka eftersom jag är sjuk.,Jag måste avboka för att jag är sjuk.,,
train,appointments,rewrite_malmo_mild,appointments-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag måste avboka eftersom jag är sjuk.,Jag får avboka eftersom jag är sjuk.,,
train,appointments,rewrite_malmo_medium,appointments-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag måste avboka eftersom jag är sjuk.,"Jag får ställa in, jag är sjuk.",,
train,appointments,neutralize,appointments-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Jag får ställa in, jag är sjuk.",Jag måste avboka eftersom jag är sjuk.,,
train,appointments,rewrite_slang,appointments-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Kan du skicka adressen en gång till?,Kan du skicka adressen igen?,,
train,appointments,rewrite_malmo_mild,appointments-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Kan du skicka adressen en gång till?,Kan du skicka adressen en gång till?,,
train,appointments,rewrite_malmo_medium,appointments-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Kan du skicka adressen en gång till?,Kan du dra iväg adressen igen?,,
train,appointments,neutralize,appointments-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Kan du dra iväg adressen igen?,Kan du skicka adressen en gång till?,,
train,appointments,chat_malmo_mild,appointments-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Jag hinner inte till min tid.,Kontakta mottagningen så snart som möjligt och fråga om tiden kan flyttas.,,
train,appointments,chat_malmo_medium,appointments-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Jag hinner inte till min tid.,Hör av dig direkt och fråga om de kan flytta tiden.,,
train,appointments,chat_malmo_mild,appointments-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",De har inte bekräftat bokningen.,Kontakta dem och be om en skriftlig bekräftelse innan du åker dit.,,
train,appointments,chat_malmo_medium,appointments-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,De har inte bekräftat bokningen.,Hör av dig och be om en bekräftelse innan du drar dit.,,
train,travel,rewrite_slang,travel-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill kontrollera hotellet innan vi bokar.,Jag vill kolla hotellet innan vi bokar.,,
train,travel,rewrite_malmo_mild,travel-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill kontrollera hotellet innan vi bokar.,Jag vill kolla hotellet först.,,
train,travel,rewrite_malmo_medium,travel-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill kontrollera hotellet innan vi bokar.,Jag vill kolla upp hotellet innan vi bokar något.,,
train,travel,neutralize,travel-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill kolla upp hotellet innan vi bokar något.,Jag vill kontrollera hotellet innan vi bokar.,,
train,travel,rewrite_slang,travel-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Vi har inte bestämt vilken väg vi ska ta.,Vi har inte bestämt vilken väg vi tar.,,
train,travel,rewrite_malmo_mild,travel-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Vi har inte bestämt vilken väg vi ska ta.,Vi har inte bestämt vägen än.,,
train,travel,rewrite_malmo_medium,travel-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi har inte bestämt vilken väg vi ska ta.,Vi har inte ens bestämt vilken väg vi ska köra.,,
train,travel,neutralize,travel-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi har inte ens bestämt vilken väg vi ska köra.,Vi har inte bestämt vilken väg vi ska ta.,,
train,travel,rewrite_slang,travel-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Flyget avgår mycket tidigt på morgonen.,Flyget går skittidigt på morgonen.,,
train,travel,rewrite_malmo_mild,travel-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Flyget avgår mycket tidigt på morgonen.,Flyget går riktigt tidigt på morgonen.,,
train,travel,rewrite_malmo_medium,travel-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Flyget avgår mycket tidigt på morgonen.,Flyget går löjligt tidigt på morgonen.,,
train,travel,neutralize,travel-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Flyget går löjligt tidigt på morgonen.,Flyget avgår mycket tidigt på morgonen.,,
train,travel,rewrite_slang,travel-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill inte bära den tunga väskan hela dagen.,Jag tänker inte släpa på den tunga väskan hela dagen.,,
train,travel,rewrite_malmo_mild,travel-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill inte bära den tunga väskan hela dagen.,Jag vill inte släpa den väskan hela dagen.,,
train,travel,rewrite_malmo_medium,travel-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill inte bära den tunga väskan hela dagen.,"Nä, jag tänker inte gå och släpa på den där väskan hela dagen.",,
train,travel,neutralize,travel-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Nä, jag tänker inte gå och släpa på den där väskan hela dagen.",Jag vill inte bära den tunga väskan hela dagen.,,
train,travel,rewrite_slang,travel-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Vi behöver hitta någonstans att äta.,Vi måste hitta något ställe att käka på.,,
train,travel,rewrite_malmo_mild,travel-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Vi behöver hitta någonstans att äta.,Vi får hitta något ställe att äta på.,,
train,travel,rewrite_malmo_medium,travel-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi behöver hitta någonstans att äta.,Vi får hitta något ställe att käka på.,,
train,travel,neutralize,travel-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi får hitta något ställe att käka på.,Vi behöver hitta någonstans att äta.,,
train,travel,rewrite_slang,travel-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag glömde laddaren hemma.,Jag glömde så klart laddaren hemma.,,
train,travel,rewrite_malmo_mild,travel-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag glömde laddaren hemma.,Jag fick inte med mig laddaren.,,
train,travel,rewrite_malmo_medium,travel-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag glömde laddaren hemma.,"Jag glömde laddaren hemma, så klart.",,
train,travel,neutralize,travel-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Jag glömde laddaren hemma, så klart.",Jag glömde laddaren hemma.,,
train,travel,chat_malmo_mild,travel-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Hotellet ser tveksamt ut.,"Kontrollera nya omdömen, adressen och avbokningsvillkoren innan du bokar.",,
train,travel,chat_malmo_medium,travel-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Hotellet ser tveksamt ut.,"Kolla färska omdömen, adressen och avbokningen innan du bokar.",,
train,travel,chat_malmo_mild,travel-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Jag glömde laddaren.,Fråga hotellet eller en butik i närheten om de har en kompatibel laddare.,,
train,travel,chat_malmo_medium,travel-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Jag glömde laddaren.,Kolla med hotellet eller en butik i närheten om de har rätt laddare.,,
train,gaming,rewrite_slang,gaming-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Spelet kraschar varje gång jag öppnar kartan.,Spelet kraschar varje gång jag öppnar kartan.,,
train,gaming,rewrite_malmo_mild,gaming-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Spelet kraschar varje gång jag öppnar kartan.,Spelet kraschar så fort jag öppnar kartan.,,
train,gaming,rewrite_malmo_medium,gaming-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Spelet kraschar varje gång jag öppnar kartan.,Spelet bara dör varje gång jag öppnar kartan.,,
train,gaming,neutralize,gaming-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Spelet bara dör varje gång jag öppnar kartan.,Spelet kraschar varje gång jag öppnar kartan.,,
train,gaming,rewrite_slang,gaming-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag förstår inte hur uppdraget ska lösas.,Jag fattar inte hur man ska lösa uppdraget.,,
